PortNumber,AccNumber,LocNumber,CountryCode,PostalCode,City,Latitude,Longitude,BuildingTIV,ContentsTIV,BITIV,LocDed,LocLimit,OccupancyCode,ConstructionCode
DEMO-1,ACC1005,LOC00449,DE,10567,Berlin,52.52127,13.51958,5324970,1409027,407474,10000,,1200,5100
DEMO-1,ACC1002,LOC00102,DE,44688,Dortmund,51.54455,7.63679,4019859,822862,632614,2500,,1200,5950
DEMO-1,ACC1009,LOC00021,NL,35359,Utrecht,51.90936,4.96016,862113,357543,224884,2500,,3000,5200
DEMO-1,ACC1001,LOC00249,DE,40289,Dusseldorf,51.30950,6.68946,16940984,4193180,2041384,25000,13552788,3000,5200
DEMO-1,ACC1010,LOC00458,BE,10970,Brussels,50.93307,4.37661,5124203,1828646,1434888,5000,,1200,5000
DEMO-1,ACC1001,LOC00016,DE,40214,Dusseldorf,51.06361,6.89069,2644150,785850,425625,10000,,1200,5000
DEMO-1,ACC1002,LOC00402,DE,44608,Dortmund,51.60023,7.37722,15015844,6440141,3231407,5000,,1100,5100
DEMO-1,ACC1001,LOC00082,DE,40256,Dusseldorf,51.26068,6.70076,1355941,484923,239818,2500,1084752,1200,5200
DEMO-1,ACC1012,LOC00384,FR,75783,Paris,48.88044,2.43234,2051812,790669,491599,5000,,1200,5200
DEMO-1,ACC1001,LOC00439,DE,40360,Dusseldorf,51.30104,6.68348,1114954,362812,322347,1000,,1100,5950
DEMO-1,ACC1013,LOC00427,FR,59291,Lille,50.66026,3.02493,2215450,658875,503869,1000,1772360,2100,5000
DEMO-1,ACC1010,LOC00289,BE,10988,Brussels,50.74140,4.18785,1108574,276053,101638,2500,,1050,5200
DEMO-1,ACC1017,LOC00423,GB,M1947,Manchester,53.46514,-2.07291,3061599,594080,596527,25000,,3000,5100
DEMO-1,ACC1002,LOC00336,DE,44889,Dortmund,51.53703,7.34171,104332,22645,20607,10000,,1100,5200
DEMO-1,ACC1004,LOC00148,DE,60591,Frankfurt,50.04751,8.81122,6689578,1285845,613584,1000,5351662,1050,5100
DEMO-1,ACC1008,LOC00315,NL,30690,Rotterdam,51.98090,4.65882,582543,147891,79042,25000,466035,1100,5950
DEMO-1,ACC1008,LOC00138,NL,30149,Rotterdam,51.89464,4.64699,7647170,1680460,1899181,5000,,1050,5200
DEMO-1,ACC1014,LOC00408,FR,69317,Lyon,45.66859,4.99207,3597442,969285,226340,1000,2877953,3000,5950
DEMO-1,ACC1003,LOC00198,DE,20697,Hamburg,53.40830,9.83573,1974368,850046,377103,2500,,1100,5200
DEMO-1,ACC1000,LOC00356,DE,50970,Cologne,50.94677,7.10640,1407343,315438,95934,5000,1125875,1100,5200
DEMO-1,ACC1003,LOC00040,DE,20308,Hamburg,53.61139,10.01255,1862755,837312,365438,5000,,3000,5100
DEMO-1,ACC1003,LOC00285,DE,20828,Hamburg,53.61642,10.23447,2039215,526583,513590,2500,,1200,5200
DEMO-1,ACC1005,LOC00326,DE,10784,Berlin,52.55302,13.52805,1271853,465765,122766,25000,,1050,5000
DEMO-1,ACC1018,LOC00279,ES,28388,Madrid,40.55627,-3.89473,1852325,755935,150653,2500,,3000,5950
DEMO-1,ACC1015,LOC00087,GB,EC849,London,51.55294,-0.26463,2545044,1064697,656607,5000,2036035,1200,5950
DEMO-1,ACC1011,LOC00398,BE,20872,Antwerp,51.31625,4.29440,4470276,1362192,1026711,2500,,1050,5950
DEMO-1,ACC1002,LOC00177,DE,44670,Dortmund,51.42564,7.55097,1859131,410615,159646,5000,,2100,5100
DEMO-1,ACC1001,LOC00051,DE,40215,Dusseldorf,51.22028,6.82793,5017785,818734,714024,1000,,3000,5000
DEMO-1,ACC1008,LOC00473,NL,30191,Rotterdam,51.86378,4.50006,7159386,2593343,995411,25000,,1200,5100
DEMO-1,ACC1019,LOC00322,IT,20794,Milan,45.39914,9.09972,1826162,497235,249414,5000,1460930,3000,5200
DEMO-1,ACC1017,LOC00015,GB,M1337,Manchester,53.55701,-2.26329,1418529,524138,287958,1000,1134823,1100,5200
DEMO-1,ACC1017,LOC00376,GB,M1357,Manchester,53.51279,-2.12015,2850858,1191441,591176,25000,2280686,1100,5200
DEMO-1,ACC1011,LOC00242,BE,20787,Antwerp,51.38279,4.55811,1193775,427462,215119,1000,955020,3000,5200
DEMO-1,ACC1007,LOC00120,NL,10654,Amsterdam,52.41874,4.99069,8562258,2262682,602657,10000,,3000,5000
DEMO-1,ACC1005,LOC00475,DE,10168,Berlin,52.61985,13.35211,1746171,693873,472951,5000,,1050,5100
DEMO-1,ACC1006,LOC00154,DE,80530,Munich,48.24535,11.35305,1876092,687625,247591,5000,1500874,2100,5200
DEMO-1,ACC1014,LOC00224,FR,69993,Lyon,45.85494,4.84457,5068002,831031,1215090,10000,,1200,5100
DEMO-1,ACC1007,LOC00299,NL,10918,Amsterdam,52.24869,4.85389,1064962,262992,219232,25000,,1100,5950
DEMO-1,ACC1000,LOC00094,DE,50369,Cologne,50.81780,6.92163,3786131,784137,638040,1000,,1200,5200
DEMO-1,ACC1013,LOC00305,FR,59818,Lille,50.69954,3.02655,2650354,402818,666785,2500,,1100,5100
DEMO-1,ACC1015,LOC00025,GB,EC906,London,51.39906,-0.12995,2240811,603392,537521,2500,,3000,5200
DEMO-1,ACC1012,LOC00352,FR,75955,Paris,48.84474,2.41004,1897188,838785,249576,5000,1517751,1200,5100
DEMO-1,ACC1007,LOC00108,NL,10923,Amsterdam,52.42322,4.96245,3152202,1092717,202650,2500,,2100,5000
DEMO-1,ACC1014,LOC00160,FR,69757,Lyon,45.79866,4.86807,7068881,2605628,777925,1000,5655105,1100,5100
DEMO-1,ACC1000,LOC00050,DE,50351,Cologne,51.06239,7.02383,1485210,505809,427298,2500,1188168,3000,5200
DEMO-1,ACC1006,LOC00133,DE,80202,Munich,48.22106,11.66430,1426451,303370,349971,25000,,1200,5200
DEMO-1,ACC1015,LOC00246,GB,EC930,London,51.55343,-0.11876,2118664,734019,306016,2500,,2100,5950
DEMO-1,ACC1000,LOC00219,DE,50311,Cologne,50.86493,6.77955,3556529,1533786,1013294,1000,,2100,5100
DEMO-1,ACC1001,LOC00147,DE,40972,Dusseldorf,51.34259,6.58543,931759,204820,197535,5000,,1100,5200
DEMO-1,ACC1007,LOC00131,NL,10291,Amsterdam,52.41857,4.91863,1072469,304839,89158,10000,,1100,5000
DEMO-1,ACC1006,LOC00410,DE,80828,Munich,48.08533,11.61458,765357,340066,108169,5000,,1100,5200
DEMO-1,ACC1005,LOC00357,DE,10756,Berlin,52.48222,13.35493,10623766,1893106,885487,10000,,2100,5100
DEMO-1,ACC1000,LOC00372,DE,50212,Cologne,50.79162,7.07509,8132469,3487012,1609152,10000,,2100,5950
DEMO-1,ACC1001,LOC00469,DE,40622,Dusseldorf,51.18952,6.85107,2439191,455504,212905,1000,,1200,5200
DEMO-1,ACC1012,LOC00076,FR,75450,Paris,48.85142,2.11532,1875721,575931,361952,1000,,1200,5200
DEMO-1,ACC1000,LOC00077,DE,50284,Cologne,50.82983,6.77288,2264596,460938,625854,2500,1811676,1050,5200
DEMO-1,ACC1009,LOC00341,NL,35258,Utrecht,52.07024,5.20315,5781857,2560394,1327205,1000,,1100,5950
DEMO-1,ACC1000,LOC00028,DE,50880,Cologne,51.03568,7.03882,10473384,2090804,2378879,2500,,1050,5200
DEMO-1,ACC1004,LOC00480,DE,60233,Frankfurt,50.21054,8.69262,4525054,1408459,580061,1000,,1100,5200
DEMO-1,ACC1002,LOC00318,DE,44651,Dortmund,51.38676,7.27860,1819137,504997,467940,5000,,1050,5000
DEMO-1,ACC1013,LOC00117,FR,59495,Lille,50.64158,2.95729,1701310,393038,110867,5000,,2100,5000
DEMO-1,ACC1003,DIRTY008,ZZ,20226,Hamburg,53.58019,10.09420,1963034,574408,582984,1000,,1050,5000
DEMO-1,ACC1004,LOC00294,DE,60789,Frankfurt,50.07022,8.62784,512917,159366,129163,2500,410334,1100,5100
DEMO-1,ACC1016,LOC00167,GB,B1803,Birmingham,52.47874,-2.01204,16019768,2719344,1014593,10000,,1050,5000
DEMO-1,ACC1001,LOC00461,DE,40250,Dusseldorf,51.15663,6.89541,1928602,723611,188017,5000,,2100,5950
DEMO-1,ACC1005,LOC00387,DE,10476,Berlin,52.46814,13.38166,3106913,1318758,701409,2500,,2100,5200
DEMO-1,ACC1010,LOC00128,BE,10481,Brussels,50.93726,4.17801,4666521,1725952,330019,1000,,2100,5000
DEMO-1,ACC1005,LOC00370,DE,10287,Berlin,52.59482,13.34184,4992069,1977669,691566,1000,3993655,3000,5200
DEMO-1,ACC1001,LOC00124,DE,40675,Dusseldorf,51.23344,6.77640,2129914,718088,507967,5000,,1200,5100
DEMO-1,ACC1014,LOC00134,FR,69330,Lyon,45.78701,5.06363,5912292,1199738,784853,10000,,3000,5100
DEMO-1,ACC1004,LOC00047,DE,60887,Frankfurt,50.08333,8.62230,826240,269602,93203,10000,,1100,5000
DEMO-1,ACC1013,LOC00034,FR,59607,Lille,50.63439,3.16994,423006,121820,25861,1000,338405,1050,5000
DEMO-1,ACC1008,LOC00005,NL,30308,Rotterdam,52.03697,4.53305,10992504,4517649,1202403,10000,8794003,3000,5200
DEMO-1,ACC1001,LOC00365,DE,40604,Dusseldorf,51.33600,7.02991,5596183,983902,382595,1000,,1050,5950
DEMO-1,ACC1007,LOC00433,NL,10980,Amsterdam,52.32014,5.03042,13298102,3344312,3954742,25000,,3000,5950
DEMO-1,ACC1010,LOC00416,BE,10264,Brussels,50.93525,4.58144,743151,159582,39645,5000,594521,3000,5100
DEMO-1,ACC1000,LOC00081,DE,50969,Cologne,50.80505,6.89579,740036,251824,212680,1000,592028,2100,5950
DEMO-1,ACC1010,LOC00064,BE,10454,Brussels,50.88343,4.11531,8276420,2929361,945811,5000,6621136,1200,5000
DEMO-1,ACC1000,LOC00361,DE,50529,Cologne,50.90363,7.17597,3814230,816270,936519,5000,,1100,5200
DEMO-1,ACC1012,LOC00330,FR,75395,Paris,48.92049,2.41729,2526105,1089569,656281,25000,,2100,5200
DEMO-1,ACC1002,LOC00435,DE,44475,Dortmund,51.62031,7.41177,716796,151401,149412,25000,,1100,5100
DEMO-1,ACC1012,LOC00486,FR,75418,Paris,48.81651,2.24280,5576558,2376982,993937,25000,,2100,5200
DEMO-1,ACC1009,LOC00382,NL,35946,Utrecht,52.05419,5.03887,922069,215994,96967,5000,,3000,5950
DEMO-1,ACC1004,LOC00247,DE,60129,Frankfurt,50.15739,8.73832,1498280,235640,262743,5000,,2100,5200
DEMO-1,ACC1012,LOC00240,FR,75583,Paris,48.73016,2.37451,3488666,1114051,223324,10000,,3000,5000
DEMO-1,ACC1002,LOC00132,DE,44384,Dortmund,51.44227,7.32692,2556318,652728,220555,1000,,2100,5200
DEMO-1,ACC1011,LOC00397,BE,20994,Antwerp,51.26075,4.32855,1413558,479483,243067,1000,,1050,5950
DEMO-1,ACC1015,LOC00455,GB,EC937,London,51.56524,0.12488,3402590,767384,937161,5000,2722072,3000,5100
DEMO-1,ACC1006,LOC00031,DE,80233,Munich,48.17042,11.61320,4753848,1566397,355713,25000,,2100,5200
DEMO-1,ACC1015,LOC00083,GB,EC980,London,51.56989,-0.17960,1310907,251912,229713,5000,,3000,5000
DEMO-1,ACC1005,LOC00139,DE,10700,Berlin,52.50169,13.42670,10852162,2906358,2544153,1000,,1050,5200
DEMO-1,ACC1006,LOC00347,DE,80682,Munich,48.06399,11.53961,2245188,428448,145458,2500,,2100,5950
DEMO-1,ACC1015,LOC00225,GB,EC473,London,51.52191,0.01491,2115336,607521,130323,10000,,1050,5000
DEMO-1,ACC1018,LOC00412,ES,28963,Madrid,40.39655,-3.72130,5838520,1706853,1290502,1000,,1050,5000
DEMO-1,ACC1001,LOC00383,DE,40241,Dusseldorf,51.26184,6.75908,2903731,948150,852847,25000,2322985,1050,5100
DEMO-1,ACC1014,LOC00205,FR,69388,Lyon,45.81824,4.84566,2030460,841482,280013,1000,1624368,3000,5950
DEMO-1,ACC1017,LOC00165,GB,M1970,Manchester,53.43094,-2.27264,1501551,231366,394074,2500,1201241,1050,5950
DEMO-1,ACC1009,LOC00340,NL,35930,Utrecht,52.10431,5.12747,372034,75810,54476,1000,297627,1050,5950
DEMO-1,ACC1012,LOC00301,FR,75922,Paris,48.94955,2.29169,3204712,1281552,855404,10000,,1050,5100
DEMO-1,ACC1000,LOC00478,DE,50572,Cologne,50.88078,7.05887,5114846,1404719,1312905,25000,,1050,5200
DEMO-1,ACC1004,DIRTY011,DE,60400,Frankfurt,50.08136,8.71929,981178,355415,115086,25000,0,1200,5100
DEMO-1,ACC1009,LOC00300,NL,35821,Utrecht,52.10349,4.96697,2637476,753016,430555,5000,,3000,5100
DEMO-1,ACC1016,LOC00002,GB,B1551,Birmingham,52.53977,-1.92000,3759263,1508706,671181,5000,3007410,3000,5200
DEMO-1,ACC1005,LOC00179,DE,10796,Berlin,52.46974,13.65085,2113064,603572,444263,25000,1690451,1200,5100
DEMO-1,ACC1012,LOC00190,FR,75325,Paris,48.85566,2.33177,812184,345148,195252,25000,649747,2100,5950
DEMO-1,ACC1012,DIRTY006,FR,75922,Paris,48.80899,2.30238,0,0,0,5000,,1050,5200
DEMO-1,ACC1015,LOC00335,GB,EC934,London,51.59205,-0.25888,1350013,449941,184788,25000,1080011,3000,5200
DEMO-1,ACC1002,LOC00419,DE,44747,Dortmund,51.55102,7.46960,2790446,687854,538338,5000,2232357,2100,5000
DEMO-1,ACC1007,LOC00024,NL,10450,Amsterdam,52.40223,4.84564,13923096,3776295,3253097,25000,11138477,1050,5000
DEMO-1,ACC1000,LOC00245,DE,50205,Cologne,50.96778,7.03335,6330271,1386031,329638,2500,,2100,5100
DEMO-1,ACC1000,LOC00302,DE,50146,Cologne,50.92316,6.94409,10624626,2051035,1139167,10000,8499701,3000,5200
DEMO-1,ACC1001,LOC00328,DE,40495,Dusseldorf,51.39476,6.71487,2288906,830873,309335,5000,1831125,1050,5200
DEMO-1,ACC1002,LOC00411,DE,44823,Dortmund,51.50111,7.42492,1219230,514207,87422,10000,975384,1100,5200
DEMO-1,ACC1005,LOC00278,DE,10357,Berlin,52.50316,13.39526,4856142,1347547,1003340,2500,3884914,1200,5950
DEMO-1,ACC1007,LOC00465,NL,10310,Amsterdam,52.31413,4.84153,2130059,850161,137119,5000,,1200,5950
DEMO-1,ACC1002,LOC00268,DE,44924,Dortmund,51.48352,7.44521,1016261,428366,56598,2500,,1100,5100
DEMO-1,ACC1014,LOC00168,FR,69387,Lyon,45.67794,5.06384,2118507,660607,556418,25000,,3000,5000
DEMO-1,ACC1000,LOC00291,DE,50436,Cologne,51.00715,7.07131,4592255,1351527,449134,2500,,2100,5200
DEMO-1,ACC1003,LOC00429,DE,20171,Hamburg,53.69688,10.07401,1425058,506509,165276,5000,,1050,5200
DEMO-1,ACC1002,LOC00385,DE,44894,Dortmund,51.61882,7.50805,2497368,667940,428150,25000,1997894,1100,5000
DEMO-1,ACC1002,LOC00107,DE,44962,Dortmund,51.39889,7.53045,746503,280607,112657,1000,,3000,5000
DEMO-1,ACC1012,LOC00007,FR,75126,Paris,48.78382,2.19226,17797185,4465376,2659438,5000,,1050,5100
DEMO-1,ACC1017,LOC00470,GB,M1537,Manchester,53.42850,-2.28805,3765723,782884,612344,5000,,1050,5200
DEMO-1,ACC1007,LOC00386,NL,10398,Amsterdam,52.36464,4.79307,490590,90616,34717,1000,392472,3000,5100
DEMO-1,ACC1015,LOC00314,GB,EC474,London,51.51851,-0.22945,1590602,685800,104885,1000,,1050,5950
DEMO-1,ACC1017,LOC00482,GB,M1943,Manchester,53.48663,-2.25450,3508349,918612,351150,25000,,1100,5000
DEMO-1,ACC1002,LOC00106,DE,44554,Dortmund,51.52826,7.39157,729645,168034,109599,5000,583716,3000,5000
DEMO-1,ACC1002,LOC00166,DE,44581,Dortmund,51.40110,7.56837,6735535,1371146,775931,10000,,2100,5000
DEMO-1,ACC1017,LOC00277,GB,M1176,Manchester,53.41829,-2.34743,3852331,1297708,716649,5000,,1050,5100
DEMO-1,ACC1019,LOC00222,IT,20828,Milan,45.41707,9.19904,4012849,945182,318948,2500,,2100,5200
DEMO-1,ACC1004,LOC00479,DE,60956,Frankfurt,50.00477,8.48754,2272551,889448,373670,1000,,1100,5950
DEMO-1,ACC1001,LOC00039,DE,40280,Dusseldorf,51.33423,6.85479,2298232,850778,152417,1000,,3000,5200
DEMO-1,ACC1009,LOC00431,NL,35444,Utrecht,52.11464,5.05841,1031242,428212,184843,10000,,1050,5950
DEMO-1,ACC1005,LOC00448,DE,10797,Berlin,52.44787,13.34803,5425435,1300239,903405,5000,,1200,5000
DEMO-1,ACC1007,LOC00126,NL,10185,Amsterdam,52.42985,4.92736,1068231,397835,117077,1000,854585,1100,5950
DEMO-1,ACC1004,LOC00459,DE,60706,Frankfurt,50.15836,8.56729,1021608,193861,283252,25000,817287,3000,5950
DEMO-1,ACC1001,LOC00186,DE,40262,Dusseldorf,51.24311,6.89181,7034693,2899837,965003,10000,5627755,3000,5200
DEMO-1,ACC1010,LOC00206,BE,10587,Brussels,50.82922,4.35578,6958298,2495637,1814804,25000,,1100,5200
DEMO-1,ACC1000,LOC00358,DE,50975,Cologne,50.90587,7.18712,3161696,519943,186280,5000,,2100,5100
DEMO-1,ACC1007,LOC00009,NL,10954,Amsterdam,52.26366,4.95052,661410,180906,115899,10000,,2100,5100
DEMO-1,ACC1001,LOC00353,DE,40737,Dusseldorf,51.30397,6.52626,3757997,1392650,303092,1000,3006397,3000,5950
DEMO-1,ACC1012,LOC00233,FR,75204,Paris,48.89085,2.19143,2654365,1153993,343318,25000,2123492,1200,5100
DEMO-1,ACC1019,LOC00453,IT,20419,Milan,45.58602,9.35417,262939,40733,71731,10000,210351,2100,5100
DEMO-1,ACC1017,LOC00079,GB,M1326,Manchester,53.52692,-2.12193,2179951,477151,495494,1000,,2100,5000
DEMO-1,ACC1019,LOC00484,IT,20273,Milan,45.51370,9.33299,5653743,1114336,664839,25000,,3000,5000
DEMO-1,ACC1000,LOC00014,DE,50442,Cologne,50.98649,7.00113,2311666,677435,234559,5000,1849333,3000,5000
DEMO-1,ACC1006,LOC00056,DE,80788,Munich,48.14887,11.57462,3888783,1546020,956494,10000,,2100,5200
DEMO-1,ACC1000,LOC00227,DE,50418,Cologne,51.12791,6.98193,4760909,2080257,1313878,25000,,1100,5200
DEMO-1,ACC1004,LOC00170,DE,60471,Frankfurt,50.17753,8.71351,1101097,390966,275743,2500,,1100,5100
DEMO-1,ACC1003,LOC00105,DE,20387,Hamburg,53.48744,10.10424,1612441,408932,345277,1000,1289953,1100,5200
DEMO-1,ACC1008,LOC00374,NL,30680,Rotterdam,51.88120,4.37488,2991037,1252030,347361,2500,,1200,5000
DEMO-1,ACC1001,LOC00421,DE,40710,Dusseldorf,51.30494,6.80133,562208,96846,94323,5000,449766,1050,5200
DEMO-1,ACC1002,LOC00001,DE,44611,Dortmund,51.50996,7.43284,1937991,356715,427934,25000,,2100,5950
DEMO-1,ACC1008,LOC00281,NL,30325,Rotterdam,51.83391,4.62982,5403118,1260649,811629,2500,,3000,5100
DEMO-1,ACC1016,LOC00212,GB,B1849,Birmingham,52.52241,-1.91972,860809,333773,140230,10000,,1100,5100
DEMO-1,ACC1007,LOC00035,NL,10681,Amsterdam,52.24417,4.94406,1858040,609464,440541,1000,,1100,5950
DEMO-1,ACC1001,LOC00380,DE,40697,Dusseldorf,51.22695,6.54465,2269791,740195,266924,10000,,1100,5200
DEMO-1,ACC1015,LOC00055,GB,EC447,London,51.55316,-0.04875,2005603,311663,436068,10000,,1100,5950
DEMO-1,ACC1000,LOC00450,DE,50806,Cologne,51.05739,6.93995,6622860,1223420,880398,1000,,3000,5950
DEMO-1,ACC1017,LOC00437,GB,M1475,Manchester,53.40542,-2.39653,5117599,830617,1177455,1000,4094079,1200,5200
DEMO-1,ACC1016,DIRTY002,GB,B1551,Birmingham,,,3759263,1508706,671181,5000,3007410,3000,5200
DEMO-1,ACC1000,LOC00269,DE,50425,Cologne,50.95508,7.05516,1335274,328043,133147,5000,,1200,5100
DEMO-1,ACC1005,LOC00119,DE,10860,Berlin,52.57143,13.47495,1863701,420273,380244,2500,,1100,5950
DEMO-1,ACC1011,LOC00333,BE,20473,Antwerp,51.31857,4.49467,14573910,4759746,3976603,5000,,1100,5200
DEMO-1,ACC1001,LOC00407,DE,40706,Dusseldorf,51.27612,6.78379,1991962,382752,420595,2500,,1200,5000
DEMO-1,ACC1017,LOC00263,GB,M1741,Manchester,53.45315,-2.37767,3413099,1208387,514852,5000,,1200,5200
DEMO-1,ACC1003,LOC00008,DE,20226,Hamburg,53.58019,10.09420,1963034,574408,582984,1000,,1050,5000
DEMO-1,ACC1000,LOC00164,DE,50987,Cologne,50.92434,6.94705,3486717,1308080,555938,10000,,1200,5000
DEMO-1,ACC1002,LOC00088,DE,44561,Dortmund,51.52787,7.32120,2475284,1094414,524157,5000,1980227,3000,5950
DEMO-1,ACC1017,LOC00026,GB,M1149,Manchester,53.52758,-2.35236,2628665,862482,662805,2500,,1100,5000
DEMO-1,ACC1005,LOC00367,DE,10812,Berlin,52.38254,13.28174,2300646,519497,279683,2500,1840517,1100,5000
DEMO-1,ACC1000,LOC00390,DE,50227,Cologne,50.80246,6.92560,563118,121734,115330,25000,,2100,5200
DEMO-1,ACC1012,LOC00409,FR,75296,Paris,48.73739,2.43335,1112739,473072,238116,10000,,1100,5950
DEMO-1,ACC1017,LOC00182,GB,M1129,Manchester,53.53357,-2.27477,869642,337505,227088,5000,,3000,5100
DEMO-1,ACC1002,LOC00116,DE,44455,Dortmund,51.48924,7.33518,880067,372693,230334,2500,,2100,5200
DEMO-1,ACC1015,LOC00280,GB,EC390,London,51.29274,0.07913,5612009,1334304,1106541,25000,4489607,2100,5000
DEMO-1,ACC1016,LOC00342,GB,B1781,Birmingham,52.50209,-2.06838,2640558,1004330,659706,5000,,1200,5000
DEMO-1,ACC1003,LOC00243,DE,20414,Hamburg,53.47735,10.00680,4142958,639738,1241124,2500,,1200,5950
DEMO-1,ACC1011,LOC00049,BE,20782,Antwerp,51.13834,4.47348,2598226,459703,410328,10000,,1200,5100
DEMO-1,ACC1016,LOC00237,GB,B1162,Birmingham,52.49876,-1.87745,915654,194888,167658,5000,,1100,5100
DEMO-1,ACC1017,LOC00464,GB,M1697,Manchester,53.40091,-2.20297,1975874,458947,477246,25000,1580699,1050,5200
DEMO-1,ACC1012,DIRTY007,US,75126,Paris,48.78382,2.19226,17797185,4465376,2659438,5000,,1050,5100
DEMO-1,ACC1003,LOC00257,DE,20348,Hamburg,53.57054,9.95317,6846467,1142567,1754063,10000,,1050,5000
DEMO-1,ACC1006,LOC00202,DE,80486,Munich,48.06669,11.76923,4561798,1997875,1325381,25000,,1200,5200
DEMO-1,ACC1007,LOC00189,NL,10800,Amsterdam,52.38508,4.98164,2502199,549116,535255,2500,,1100,5200
DEMO-1,ACC1000,LOC00369,DE,50397,Cologne,50.86264,6.88311,2650892,652184,316014,10000,2120713,1200,5200
DEMO-1,ACC1005,LOC00389,DE,10390,Berlin,52.46386,13.29028,7945016,2499561,537398,2500,,1100,5200
DEMO-1,ACC1003,LOC00295,DE,20760,Hamburg,53.40699,10.23363,469923,187006,26433,10000,,3000,5000
DEMO-1,ACC1013,LOC00474,FR,59499,Lille,50.53176,3.18832,1400823,308338,374327,5000,1120658,2100,5000
DEMO-1,ACC1008,LOC00215,NL,30865,Rotterdam,51.96518,4.40432,4352996,1176593,389205,5000,3482396,2100,5950
DEMO-1,ACC1015,LOC00010,GB,EC640,London,51.49085,-0.02900,7026759,2516489,1848276,10000,5621407,1050,5000
DEMO-1,ACC1002,LOC00460,DE,44919,Dortmund,51.36316,7.54110,1223316,485447,228233,2500,,1050,5000
DEMO-1,ACC1003,LOC00258,DE,20777,Hamburg,53.42671,10.09244,2202987,429988,616106,5000,,1200,5950
DEMO-1,ACC1003,LOC00349,DE,20221,Hamburg,53.52056,9.91151,2900800,865376,565004,1000,2320640,1200,5100
DEMO-1,ACC1012,LOC00298,FR,75313,Paris,48.87511,2.22478,1071438,391642,79155,10000,857150,1200,5100
DEMO-1,ACC1003,LOC00273,DE,20981,Hamburg,53.62863,9.92633,4926971,826694,1008340,5000,,3000,5950
DEMO-1,ACC1003,LOC00250,DE,20964,Hamburg,53.67733,10.09453,1051825,465652,63758,1000,,1050,5200
DEMO-1,ACC1017,LOC00199,GB,M1540,Manchester,53.33424,-2.24295,29705038,7842765,5546791,1000,23764030,2100,5100
DEMO-1,ACC1000,LOC00220,DE,50997,Cologne,51.01758,6.98974,1409722,554410,93797,1000,,2100,5100
DEMO-1,ACC1012,LOC00265,FR,75700,Paris,48.86642,2.38873,3772076,714870,1067288,2500,3017661,1050,5200
DEMO-1,ACC1000,LOC00162,DE,50997,Cologne,50.88813,6.81296,1202928,243713,262208,10000,,2100,5100
DEMO-1,ACC1012,LOC00115,FR,75638,Paris,48.87387,2.26265,6309317,1395762,1482404,5000,,2100,5950
DEMO-1,ACC1001,LOC00264,DE,40576,Dusseldorf,51.24236,6.97207,6480414,2228449,1301437,2500,,1100,5100
DEMO-1,ACC1012,LOC00282,FR,75638,Paris,48.79357,2.35572,7562212,1670026,1553948,25000,6049770,1100,5950
DEMO-1,ACC1016,LOC00388,GB,B1574,Birmingham,52.48488,-1.86128,3203256,1202857,349788,5000,,1100,5100
DEMO-1,ACC1011,LOC00091,BE,20176,Antwerp,51.12801,4.18716,825383,299447,168318,25000,,2100,5200
DEMO-1,ACC1010,LOC00036,BE,10458,Brussels,50.88408,4.25884,2535572,1032344,373453,5000,,1100,5000
DEMO-1,ACC1001,LOC00371,DE,40488,Dusseldorf,51.23422,6.86981,4255950,1765183,326813,5000,,1050,5100
DEMO-1,ACC1008,LOC00452,NL,30570,Rotterdam,51.85028,4.38923,1841461,468967,500010,1000,,2100,5200
DEMO-1,ACC1015,LOC00146,GB,EC921,London,51.48336,-0.11153,2249022,840125,152940,5000,,1050,5100
DEMO-1,ACC1000,LOC00221,DE,50729,Cologne,50.87499,7.26974,4324171,1071849,223472,2500,,1200,5100
DEMO-1,ACC1012,LOC00483,FR,75476,Paris,48.85099,2.32532,2222453,599302,332556,5000,,1050,5200
DEMO-1,ACC1007,LOC00004,NL,10568,Amsterdam,52.43766,4.86239,1085169,468727,173562,10000,,3000,5100
DEMO-1,ACC1016,LOC00284,GB,B1312,Birmingham,52.55098,-2.18358,1166815,416945,300484,25000,,1050,5950
DEMO-1,ACC1000,LOC00066,DE,50267,Cologne,50.96282,7.00680,12230137,3167732,2532510,10000,,3000,5100
DEMO-1,ACC1007,LOC00217,NL,10294,Amsterdam,52.45025,4.94393,7017449,2334464,475474,5000,,1050,5000
DEMO-1,ACC1013,LOC00393,FR,59479,Lille,50.59957,2.91658,7185722,2861754,425600,5000,5748577,1050,5950
DEMO-1,ACC1008,LOC00046,NL,30224,Rotterdam,51.86349,4.58506,1217043,398482,113994,25000,,1100,5950
DEMO-1,ACC1011,LOC00152,BE,20400,Antwerp,51.25250,4.47546,1779230,400558,414889,2500,,2100,5200
DEMO-1,ACC1003,LOC00272,DE,20819,Hamburg,53.58214,9.89199,4933610,1219439,1005437,1000,3946888,1050,5200
DEMO-1,ACC1001,LOC00187,DE,40501,Dusseldorf,51.31625,6.70201,9978999,1952721,1137691,1000,,1050,5100
DEMO-1,ACC1015,LOC00067,GB,EC758,London,51.44589,-0.24837,9185390,2970604,2249608,1000,,1100,5100
DEMO-1,ACC1004,LOC00338,DE,60372,Frankfurt,50.20831,8.67808,2987265,1025440,581544,10000,,2100,5100
DEMO-1,ACC1016,LOC00252,GB,B1945,Birmingham,52.48528,-1.81287,1738864,610385,472998,10000,,1050,5950
